#Einstellung: sigma=8.0000e-01, Totschicht=0.0000e+00, Kontaktmaterialdicke=4.0000e+01
22.102955679764456	7.251827128845256e-06	Ag
25.19196900066341	6.726514057783317e-06	Sn
4.507980015896446	7.18345424692654e-06	Ti
23.10792994876348	6.981948880579938e-06	Cd
8.041215748748293	7.099765335397538e-06	Cu
4.949304535637149	7.013323816468603e-06	V
15.746151182987512	7.978952949788745e-06	Zr
8.631189867640346	7.197684767021311e-06	Zn
9.876462210974347	7.183691948954423e-06	Ge
10.82794806552806	6.970961777229729e-06	Bi_L
3.1323908092068327	7.835979076956713e-06	Cd_L
3.443187787468415	8.674681017691455e-06	Sn_L
10.540562082673976	7.048883182485552e-06	Pb_L
8.139111104249773	7.255614456704052e-06	Ta_L
2.9833908176471926	8.530478276663157e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=0.0000e+00, Kontaktmaterialdicke=4.5000e+01
22.102955679764456	7.256046231853735e-06	Ag
25.19196900066341	6.7292970040274174e-06	Sn
4.507980015896446	7.246462754408366e-06	Ti
23.10792994876348	6.985566952351054e-06	Cd
8.041215748748293	7.1139948741856965e-06	Cu
4.949304535637149	7.061728338690357e-06	V
15.746151182987512	7.990122151830051e-06	Zr
8.631189867640346	7.20974649066903e-06	Zn
9.876462210974347	7.192264432647832e-06	Ge
10.82794806552806	6.977566088175658e-06	Bi_L
3.1323908092068327	7.979770860964273e-06	Cd_L
3.443187787468415	8.827111610255821e-06	Sn_L
10.540562082673976	7.05602701488313e-06	Pb_L
8.139111104249773	7.269717875056381e-06	Ta_L
2.9833908176471926	8.708086813547598e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=0.0000e+00, Kontaktmaterialdicke=5.0000e+01
22.102955679764456	7.2602677892977614e-06	Ag
25.19196900066341	6.7320811015076745e-06	Sn
4.507980015896446	7.310023929381367e-06	Ti
23.10792994876348	6.98918689882334e-06	Cd
8.041215748748293	7.128252931940756e-06	Cu
4.949304535637149	7.1104669377115074e-06	V
15.746151182987512	8.001306988220735e-06	Zr
8.631189867640346	7.221828426885349e-06	Zn
9.876462210974347	7.200847145962508e-06	Ge
10.82794806552806	6.98417665570158e-06	Bi_L
3.1323908092068327	8.1262012470461e-06	Cd_L
3.443187787468415	8.982220688475327e-06	Sn_L
10.540562082673976	7.0631780869433515e-06	Pb_L
8.139111104249773	7.283848706723575e-06	Ta_L
2.9833908176471926	8.889393233818848e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=0.0000e+00, Kontaktmaterialdicke=5.5000e+01
22.102955679764456	7.264491802605051e-06	Ag
25.19196900066341	6.734866350700262e-06	Sn
4.507980015896446	7.3741426194537555e-06	Ti
23.10792994876348	6.9928087209680685e-06	Cd
8.041215748748293	7.142539565820179e-06	Cu
4.949304535637149	7.15954191924389e-06	V
15.746151182987512	8.012507480844405e-06	Zr
8.631189867640346	7.233930609541364e-06	Zn
9.876462210974347	7.209440101105379e-06	Ge
10.82794806552806	6.9907934857343115e-06	Bi_L
3.1323908092068327	8.275318653860864e-06	Cd_L
3.443187787468415	9.14005531811059e-06	Sn_L
10.540562082673976	7.070336406002598e-06	Pb_L
8.139111104249773	7.298007004988297e-06	Ta_L
2.9833908176471926	9.074474528751698e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=0.0000e+00, Kontaktmaterialdicke=6.0000e+01
22.102955679764456	7.2687182732041486e-06	Ag
25.19196900066341	6.7376527520815595e-06	Sn
4.507980015896446	7.438823714753419e-06	Ti
23.10792994876348	6.996432419757019e-06	Cd
8.041215748748293	7.156854833095972e-06	Cu
4.949304535637149	7.208955604912711e-06	V
15.746151182987512	8.023723651615306e-06	Zr
8.631189867640346	7.246053072564927e-06	Zn
9.876462210974347	7.218043310297938e-06	Ge
10.82794806552806	6.997416584206284e-06	Bi_L
3.1323908092068327	8.42717238855334e-06	Cd_L
3.443187787468415	9.30066339194871e-06	Sn_L
10.540562082673976	7.077501979404686e-06	Pb_L
8.139111104249773	7.312192823236757e-06	Ta_L
2.9833908176471926	9.263409292603267e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=5.0000e-03, Kontaktmaterialdicke=4.0000e+01
22.102955679764456	7.2518546312440635e-06	Ag
25.19196900066341	6.726531589854886e-06	Sn
4.507980015896446	7.18627381278216e-06	Ti
23.10792994876348	6.9819721654637336e-06	Cd
8.041215748748293	7.100305053877508e-06	Cu
4.949304535637149	7.015451331172734e-06	V
15.746151182987512	7.979035377531423e-06	Zr
8.631189867640346	7.198129534946774e-06	Zn
9.876462210974347	7.183990328215662e-06	Ge
10.82794806552806	6.971182171132841e-06	Bi_L
3.1323908092068327	7.844111148001598e-06	Cd_L
3.443187787468415	8.68170995050354e-06	Sn_L
10.540562082673976	7.049124586801214e-06	Pb_L
8.139111104249773	7.256146876919715e-06	Ta_L
2.9833908176471926	8.540519642176578e-06	Ag_L
#Einstellung: sigma=8.0000e-01, Totschicht=5.0000e-03, Kontaktmaterialdicke=4.5000e+01
22.102955679764456	7.256073750251708e-06	Ag
25.19196900066341	6.729314543351493e-06	Sn
4.507980015896446	7.249307051561023e-06	Ti
23.10792994876348	6.985590249299758e-06	Cd
8.041215748748293	7.114535674372718e-06	Cu
4.949304535637149	7.063870537003475e-06	V
15.746151182987512	7.990204694952079e-06	Zr
8.631189867640346	7.2101920039181e-06	Zn
9.876462210974347	7.192563167966822e-06	Ge
10.82794806552806	6.977786690866166e-06	Bi_L
3.1323908092068327	7.988052156803623e-06	Cd_L
